Bin-size	Zeitschritt_0	Zeitschritt_1	Zeitschritt_2	Zeitschritt_3	Zeitschritt_4	Zeitschritt_5	Zeitschritt_6	Zeitschritt_7	Zeitschritt_8	Zeitschritt_9	Zeitschritt_10	Zeitschritt_11	Zeitschritt_12	Zeitschritt_13	Zeitschritt_14	Zeitschritt_15	Zeitschritt_16	Zeitschritt_17	Zeitschritt_18	Zeitschritt_19	Zeitschritt_20	Zeitschritt_21	Zeitschritt_22	Zeitschritt_23	Zeitschritt_24	Zeitschritt_25	Zeitschritt_26	Zeitschritt_27	Zeitschritt_28	Zeitschritt_29	Zeitschritt_30	Zeitschritt_31	Zeitschritt_32	Zeitschritt_33	Zeitschritt_34	Zeitschritt_35	Zeitschritt_36	Zeitschritt_37	Zeitschritt_38	Zeitschritt_39	Zeitschritt_40	Zeitschritt_41	Zeitschritt_42	Zeitschritt_43	Zeitschritt_44	Zeitschritt_45	Zeitschritt_46	Zeitschritt_47	Zeitschritt_48	Zeitschritt_49	Zeitschritt_50	Zeitschritt_51	Zeitschritt_52	Zeitschritt_53	Zeitschritt_54	Zeitschritt_55	Zeitschritt_56	Zeitschritt_57	Zeitschritt_58	Zeitschritt_59	Zeitschritt_60	Zeitschritt_61	Zeitschritt_62	Zeitschritt_63	Zeitschritt_64	Zeitschritt_65	Zeitschritt_66	Zeitschritt_67	Zeitschritt_68	Zeitschritt_69	Zeitschritt_70	
6.57933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.0548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.56463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.11131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04551e-303	3.63596e-296	
8.69749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78815e-301	5.21687e-293	4.46638e-285	1.82737e-277	3.7208e-270	3.91548e-263	2.20578e-256	6.8744e-250	1.22217e-243	
9.32603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05304e-296	5.62958e-287	2.06307e-278	3.15409e-270	2.12048e-262	6.58179e-255	9.86696e-248	7.44899e-241	2.9439e-234	6.31397e-228	7.59948e-222	5.2956e-216	2.1995e-210	5.59489e-205	8.93976e-200	
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86913e-296	2.80985e-286	8.72288e-277	9.27954e-268	3.63281e-259	5.58694e-251	3.58392e-243	1.01328e-235	1.32838e-228	8.46177e-222	2.73467e-215	4.66666e-209	4.36346e-203	2.31352e-197	7.18063e-192	1.34384e-186	1.55878e-181	1.14979e-176	5.5237e-172	1.76735e-167	3.84553e-163	
10.7227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83365e-292	2.88703e-281	5.51276e-271	2.95527e-261	4.87791e-252	2.69595e-243	5.38517e-235	4.16828e-227	1.33242e-219	1.86457e-212	1.20502e-205	3.77768e-199	6.01049e-193	5.05994e-187	2.34224e-181	6.17739e-176	9.59293e-171	9.04291e-166	5.32303e-161	2.00869e-156	4.97948e-152	8.29567e-148	9.48693e-144	7.59628e-140	4.33815e-136	1.7978e-132	
11.4976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.58984e-294	1.50028e-281	4.24887e-270	2.50703e-259	3.49588e-249	1.29024e-239	1.39592e-230	4.85516e-222	5.90209e-214	2.70535e-206	5.00996e-199	3.99172e-192	1.44928e-185	2.52716e-179	2.22086e-173	1.02805e-167	2.61074e-162	3.77589e-157	3.21934e-152	1.67049e-147	5.433e-143	1.13815e-138	1.5751e-134	1.47417e-130	9.53651e-127	4.35151e-123	1.42726e-119	3.42468e-116	6.11124e-113	8.23561e-110	8.50257e-107	
12.3285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84721e-302	2.30568e-288	3.64091e-275	7.50831e-263	2.43112e-251	1.45517e-240	1.86181e-230	5.79614e-221	4.93037e-212	1.27158e-203	1.09189e-195	3.39672e-188	4.13172e-181	2.10584e-174	4.78864e-168	5.144e-162	2.74982e-156	7.67138e-151	1.16653e-145	1.0062e-140	5.10647e-136	1.57692e-131	3.0563e-127	3.82535e-123	3.17451e-119	1.78974e-115	7.01135e-112	1.94888e-108	3.91886e-105	5.8043e-102	6.43915e-99	5.43465e-96	3.54074e-93	1.80504e-90	7.29215e-88	2.36235e-85	
13.2194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33634e-288	1.53103e-273	5.65534e-260	2.17096e-247	1.0823e-235	8.51792e-225	1.25662e-214	4.04415e-205	3.24765e-196	7.33375e-188	5.18066e-180	1.25935e-172	1.14749e-165	4.23239e-159	6.77276e-153	5.00606e-147	1.80892e-141	3.36433e-136	3.37503e-131	1.90587e-126	6.29902e-122	1.26269e-117	1.58616e-113	1.28661e-109	6.92735e-106	2.53935e-102	6.4875e-99	1.18036e-95	1.5603e-92	1.5265e-89	1.12441e-86	6.33588e-84	2.77186e-81	9.54546e-79	2.62092e-76	5.80679e-74	1.04977e-71	1.5648e-69	1.94208e-67	
14.1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76543e-295	6.76313e-278	1.78087e-262	2.6043e-248	2.92156e-235	3.31695e-223	4.84032e-212	1.117e-201	4.88364e-192	4.73855e-183	1.17265e-174	8.36832e-167	1.92007e-159	1.56037e-152	4.89622e-146	6.4087e-140	3.75031e-134	1.04437e-128	1.46415e-123	1.08737e-118	4.48002e-114	1.06786e-109	1.5299e-105	1.36415e-101	7.81516e-98	2.96181e-94	7.62664e-91	1.36753e-87	1.74658e-84	1.62232e-81	1.11721e-78	5.80625e-76	2.3151e-73	7.19072e-71	1.76461e-68	3.46657e-66	5.5187e-64	7.20109e-62	7.78375e-60	7.03892e-58	5.37482e-56	3.49554e-54	1.95195e-52	
15.1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49833e-290	3.09484e-272	1.26167e-255	1.68457e-240	1.12361e-226	5.33958e-214	2.44272e-202	1.39099e-191	1.22966e-181	2.04273e-172	7.52863e-164	7.11728e-156	1.96027e-148	1.75984e-141	5.68759e-135	7.2277e-129	3.90689e-123	9.63708e-118	1.15534e-112	7.12408e-108	2.37785e-103	4.49901e-99	5.03133e-95	3.4543e-91	1.50709e-87	4.31207e-84	8.32671e-81	1.11408e-77	1.05797e-74	7.29028e-72	3.72011e-69	1.4323e-66	4.23323e-64	9.75859e-62	1.78064e-59	2.60713e-57	3.10196e-55	3.03451e-53	2.46749e-51	1.68477e-49	9.75082e-48	4.82594e-46	2.05934e-44	7.63507e-43	2.47713e-41	7.08033e-40	
16.2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08212e-292	4.91515e-272	1.54964e-253	6.96823e-237	8.03024e-222	3.84159e-208	1.13913e-195	2.93042e-184	8.69015e-174	3.78445e-164	2.97853e-155	5.06735e-147	2.17665e-139	2.70289e-132	1.09245e-125	1.59518e-119	9.22702e-114	2.29412e-108	2.63641e-103	1.49412e-98	4.42503e-94	7.21438e-90	6.78518e-86	3.84007e-82	1.35865e-78	3.11089e-75	4.75669e-72	4.99775e-69	3.70339e-66	1.98201e-63	7.82956e-61	2.32889e-58	5.31234e-56	9.45029e-54	1.33153e-51	1.50729e-49	1.38901e-47	1.05478e-45	6.67514e-44	3.55745e-42	1.61215e-40	6.26862e-39	2.10898e-37	6.18718e-36	1.59438e-34	3.63338e-33	7.36892e-32	1.33795e-30	2.18691e-29	
17.4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30932e-278	4.14282e-257	4.56368e-238	4.28745e-221	7.01858e-206	3.56726e-192	9.03017e-180	1.6827e-168	3.1978e-158	8.15354e-149	3.51943e-140	3.13627e-132	6.84191e-125	4.2333e-118	8.44116e-112	6.06376e-106	1.7302e-100	2.13681e-95	1.23221e-90	3.54847e-86	5.41728e-82	4.62436e-78	2.31502e-74	7.09342e-71	1.38247e-67	1.77422e-64	1.54709e-61	9.42968e-59	4.12227e-56	1.32313e-53	3.18541e-51	5.86523e-49	8.40819e-47	9.53915e-45	8.69391e-43	6.45362e-41	3.95169e-39	2.01946e-37	8.70662e-36	3.19864e-34	1.01064e-32	2.76994e-31	6.63807e-30	1.40127e-28	2.62364e-27	4.385e-26	6.58138e-25	8.92011e-24	1.09748e-22	1.23172e-21	1.2668e-20	
18.7382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70389e-295	1.61626e-268	1.3384e-245	1.29839e-225	4.90691e-208	1.83077e-192	1.40143e-178	3.94657e-166	6.55611e-155	9.45333e-145	1.62795e-135	4.36906e-127	2.28553e-119	2.81656e-112	9.61013e-106	1.04277e-99	4.0552e-94	6.2692e-89	4.21722e-84	1.336e-79	2.13675e-75	1.83458e-71	8.92861e-68	2.58526e-64	4.64992e-61	5.39983e-58	4.19146e-55	2.24363e-52	8.51848e-50	2.35319e-47	4.8402e-45	7.56986e-43	9.1754e-41	8.77084e-39	6.71817e-37	4.18395e-35	2.14712e-33	9.19169e-32	3.31982e-30	1.0222e-28	2.7092e-27	6.23568e-26	1.25672e-24	2.23468e-23	3.53088e-22	4.98996e-21	6.34612e-20	7.30447e-19	7.64963e-18	7.32508e-17	6.44336e-16	5.22898e-15	3.93082e-14	2.74763e-13	
20.0923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0094e-293	4.29437e-263	5.63923e-238	1.58667e-216	5.49642e-198	8.48053e-182	1.53725e-167	6.90962e-155	1.38297e-143	1.9641e-133	2.88215e-124	5.9392e-116	2.21402e-108	1.84398e-101	4.09777e-95	2.82429e-89	6.86515e-84	6.57257e-79	2.72671e-74	5.32624e-70	5.26728e-66	2.81054e-62	8.55866e-59	1.56317e-55	1.78958e-52	1.3357e-49	6.73195e-47	2.36446e-44	5.9537e-42	1.10254e-39	1.53665e-37	1.64592e-35	1.38082e-33	9.23105e-32	4.99559e-30	2.22014e-28	8.20995e-27	2.5568e-25	6.78027e-24	1.5467e-22	3.06362e-21	5.31472e-20	8.13959e-19	1.10866e-17	1.35216e-16	1.48607e-15	1.48039e-14	1.34402e-13	1.11772e-12	8.55482e-12	6.05268e-11	3.97494e-10	2.43235e-09	1.39186e-08	7.47306e-08	3.77662e-07	
21.5443	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4301e-299	1.06932e-263	3.43987e-235	1.64999e-211	1.85477e-191	3.12011e-174	2.91256e-159	3.95351e-146	1.61955e-134	3.52889e-124	6.40321e-115	1.38694e-106	4.80713e-99	3.39323e-92	5.96066e-86	3.08275e-80	5.4109e-75	3.63796e-70	1.03938e-65	1.38006e-61	9.20355e-58	3.2987e-54	6.74236e-51	8.27966e-48	6.39658e-45	3.23852e-42	1.11423e-39	2.69094e-37	4.69592e-35	6.07746e-33	5.97133e-31	4.54921e-29	2.73907e-27	1.32612e-25	5.24435e-24	1.71843e-22	4.72668e-21	1.10441e-19	2.21601e-18	3.85666e-17	5.87517e-16	7.90043e-15	9.45068e-14	1.01288e-12	9.79025e-12	8.58657e-11	6.87202e-10	5.04497e-09	3.41389e-08	2.13903e-07	1.24618e-06	6.77706e-06	3.45286e-05	0.000165375	0.000746961	0.00319118	0.0129312	0.0498302	
23.1013	0	0	0	0	0	0	0	0	0	0	0	0	1.22897e-271	7.70659e-239	1.11987e-211	4.59374e-189	5.17841e-170	9.39725e-154	1.02041e-139	1.76229e-127	1.01445e-116	3.44392e-107	1.07919e-98	4.46185e-91	3.24898e-84	5.27733e-78	2.32465e-72	3.26862e-67	1.68266e-62	3.56238e-58	3.4252e-54	1.62867e-50	4.12224e-47	5.92006e-44	5.10039e-41	2.76797e-38	9.87746e-36	2.40723e-33	4.14355e-31	5.19016e-29	4.85865e-27	3.48118e-25	1.95029e-23	8.70936e-22	3.15439e-20	9.41219e-19	2.3468e-17	4.95298e-16	8.95262e-15	1.40076e-13	1.91578e-12	2.31083e-11	2.47845e-10	2.38146e-09	2.0642e-08	1.6243e-07	1.16716e-06	7.7001e-06	4.68746e-05	0.000264525	0.0013898	0.0068254	0.0314488	0.136422	0.558935	2.16942	7.99922	28.0938	94.2106	302.351	930.639	
24.7708	0	0	0	0	0	0	0	0	0	0	1.84677e-300	6.90233e-254	2.77018e-219	5.89051e-192	1.01917e-169	2.87524e-151	1.01742e-135	1.933e-122	5.69827e-111	5.74643e-101	3.61511e-92	2.25857e-84	2.02015e-77	3.46393e-71	1.44185e-65	1.76727e-60	7.48182e-56	1.24973e-51	9.21076e-48	3.29288e-44	6.19043e-41	6.55852e-38	4.15699e-35	1.66014e-32	4.37036e-30	7.88995e-28	1.0114e-25	9.4929e-24	6.70387e-22	3.64936e-20	1.56479e-18	5.38811e-17	1.516e-15	3.54019e-14	6.95889e-13	1.16621e-11	1.68562e-10	2.12346e-09	2.35389e-08	2.31619e-07	2.03924e-06	1.61824e-05	0.000116521	0.000765996	0.00462345	0.0257568	0.133074	0.640486	2.88355	12.1901	48.5609	182.895	653.249	2219.02	7187.92	22257.9	66041.2	188163	515857	1.36341e+06	3.48015e+06	
26.5609	0	0	0	0	0	0	0	0	0	0	1.42031e-243	3.96573e-204	3.2175e-175	9.23031e-153	1.13164e-134	9.81582e-120	3.64779e-107	1.9832e-96	3.78121e-87	4.80876e-79	6.62495e-72	1.4364e-65	6.56794e-60	7.99459e-55	3.12581e-50	4.57653e-46	2.8477e-42	8.36877e-39	1.26935e-35	1.07134e-32	5.36551e-30	1.68508e-27	3.48102e-25	4.93074e-23	4.966e-21	3.67142e-19	2.04926e-17	8.85312e-16	3.02639e-14	8.3489e-13	1.89169e-11	3.57634e-10	5.72205e-09	7.84765e-08	9.3329e-07	9.72578e-06	8.96573e-05	0.000737479	0.0054555	0.0365562	0.223349	1.25176	6.47105	31.0138	138.451	578.194	2267.89	8385.85	29331.3	97353.9	307533	927120	2.67419e+06	7.39762e+06	1.96696e+07	5.03737e+07	1.24496e+08	2.97462e+08	6.88291e+08	1.54477e+09	3.36787e+09	
28.4804	0	0	0	0	0	0	0	0	0	1.68206e-235	8.83442e-191	3.01292e-160	1.14931e-137	4.81468e-120	8.86572e-106	6.30037e-94	6.85016e-84	2.87945e-75	9.01043e-68	3.3976e-61	2.22387e-55	3.35427e-50	1.45868e-45	2.18967e-41	1.31366e-37	3.55342e-34	4.79074e-31	3.50163e-28	1.4898e-25	3.91992e-23	6.71847e-21	7.84451e-19	6.48694e-17	3.93012e-15	1.79702e-13	6.36524e-12	1.78731e-10	4.0605e-09	7.60047e-08	1.19129e-06	1.58639e-05	0.00018183	0.00181494	0.0159437	0.124448	0.870596	5.50153	31.6296	166.524	807.646	3628.19	15172.4	59334.6	217912	754507	2.47179e+06	7.68713e+06	2.27642e+07	6.43737e+07	1.74291e+08	4.52914e+08	1.13218e+09	2.7283e+09	6.35043e+09	1.43036e+10	3.12294e+10	6.61996e+10	1.36449e+11	2.73855e+11	5.35889e+11	1.0237e+12	
30.5386	0	0	0	0	0	0	0	0	1.64361e-209	1.35252e-169	6.53675e-144	5.06206e-124	1.30292e-107	5.10205e-94	1.06084e-82	3.65399e-73	5.04594e-65	5.38566e-58	7.24296e-52	1.77673e-46	1.05745e-41	1.9103e-37	1.25236e-33	3.44243e-30	4.46506e-27	3.01328e-24	1.1479e-21	2.6437e-19	3.90134e-17	3.87671e-15	2.7069e-13	1.37793e-11	5.27962e-10	1.5657e-08	3.68254e-07	7.01859e-06	0.000110473	0.00146037	0.0164576	0.160235	1.36401	10.2612	68.8774	416.131	2280.69	11420.3	52585.8	223973	887124	3.28371e+06	1.141e+07	3.73702e+07	1.15806e+08	3.40724e+08	9.5485e+08	2.55627e+09	6.55545e+09	1.61442e+10	3.82703e+10	8.75148e+10	1.93441e+11	4.1407e+11	8.59833e+11	1.7349e+12	3.40652e+12	6.51834e+12	1.2171e+13	2.22033e+13	3.96196e+13	6.92273e+13	1.18566e+14	
