Bin-size	Zeitschritt_0	Zeitschritt_1	Zeitschritt_2	Zeitschritt_3	Zeitschritt_4	Zeitschritt_5	Zeitschritt_6	Zeitschritt_7	Zeitschritt_8	Zeitschritt_9	Zeitschritt_10	Zeitschritt_11	Zeitschritt_12	Zeitschritt_13	Zeitschritt_14	Zeitschritt_15	Zeitschritt_16	Zeitschritt_17	Zeitschritt_18	Zeitschritt_19	Zeitschritt_20	Zeitschritt_21	Zeitschritt_22	Zeitschritt_23	Zeitschritt_24	Zeitschritt_25	Zeitschritt_26	Zeitschritt_27	Zeitschritt_28	Zeitschritt_29	Zeitschritt_30	Zeitschritt_31	Zeitschritt_32	Zeitschritt_33	Zeitschritt_34	Zeitschritt_35	Zeitschritt_36	Zeitschritt_37	Zeitschritt_38	Zeitschritt_39	Zeitschritt_40	Zeitschritt_41	Zeitschritt_42	Zeitschritt_43	Zeitschritt_44	Zeitschritt_45	Zeitschritt_46	Zeitschritt_47	Zeitschritt_48	Zeitschritt_49	Zeitschritt_50	Zeitschritt_51	Zeitschritt_52	Zeitschritt_53	Zeitschritt_54	Zeitschritt_55	Zeitschritt_56	Zeitschritt_57	Zeitschritt_58	Zeitschritt_59	Zeitschritt_60	Zeitschritt_61	Zeitschritt_62	Zeitschritt_63	Zeitschritt_64	Zeitschritt_65	Zeitschritt_66	Zeitschritt_67	Zeitschritt_68	Zeitschritt_69	Zeitschritt_70	Zeitschritt_71	Zeitschritt_72	Zeitschritt_73	Zeitschritt_74	Zeitschritt_75	Zeitschritt_76	Zeitschritt_77	Zeitschritt_78	Zeitschritt_79	Zeitschritt_80	Zeitschritt_81	Zeitschritt_82	Zeitschritt_83	Zeitschritt_84	Zeitschritt_85	Zeitschritt_86	Zeitschritt_87	Zeitschritt_88	Zeitschritt_89	Zeitschritt_90	Zeitschritt_91	Zeitschritt_92	Zeitschritt_93	Zeitschritt_94	Zeitschritt_95	Zeitschritt_96	Zeitschritt_97	Zeitschritt_98	Zeitschritt_99	Zeitschritt_100	Zeitschritt_101	Zeitschritt_102	Zeitschritt_103	Zeitschritt_104	Zeitschritt_105	Zeitschritt_106	Zeitschritt_107	Zeitschritt_108	Zeitschritt_109	Zeitschritt_110	Zeitschritt_111	Zeitschritt_112	Zeitschritt_113	Zeitschritt_114	Zeitschritt_115	Zeitschritt_116	Zeitschritt_117	Zeitschritt_118	Zeitschritt_119	Zeitschritt_120	Zeitschritt_121	Zeitschritt_122	Zeitschritt_123	Zeitschritt_124	Zeitschritt_125	Zeitschritt_126	Zeitschritt_127	Zeitschritt_128	Zeitschritt_129	Zeitschritt_130	Zeitschritt_131	Zeitschritt_132	Zeitschritt_133	Zeitschritt_134	Zeitschritt_135	Zeitschritt_136	Zeitschritt_137	Zeitschritt_138	Zeitschritt_139	Zeitschritt_140	Zeitschritt_141	Zeitschritt_142	Zeitschritt_143	Zeitschritt_144	Zeitschritt_145	Zeitschritt_146	Zeitschritt_147	Zeitschritt_148	Zeitschritt_149	Zeitschritt_150	Zeitschritt_151	Zeitschritt_152	Zeitschritt_153	Zeitschritt_154	Zeitschritt_155	Zeitschritt_156	Zeitschritt_157	Zeitschritt_158	Zeitschritt_159	Zeitschritt_160	Zeitschritt_161	Zeitschritt_162	Zeitschritt_163	Zeitschritt_164	Zeitschritt_165	Zeitschritt_166	Zeitschritt_167	Zeitschritt_168	Zeitschritt_169	Zeitschritt_170	Zeitschritt_171	Zeitschritt_172	Zeitschritt_173	Zeitschritt_174	Zeitschritt_175	Zeitschritt_176	Zeitschritt_177	Zeitschritt_178	Zeitschritt_179	Zeitschritt_180	Zeitschritt_181	Zeitschritt_182	Zeitschritt_183	Zeitschritt_184	Zeitschritt_185	Zeitschritt_186	Zeitschritt_187	Zeitschritt_188	Zeitschritt_189	Zeitschritt_190	Zeitschritt_191	Zeitschritt_192	Zeitschritt_193	Zeitschritt_194	Zeitschritt_195	Zeitschritt_196	Zeitschritt_197	Zeitschritt_198	Zeitschritt_199	Zeitschritt_200	Zeitschritt_201	Zeitschritt_202	Zeitschritt_203	Zeitschritt_204	Zeitschritt_205	Zeitschritt_206	Zeitschritt_207	Zeitschritt_208	Zeitschritt_209	Zeitschritt_210	Zeitschritt_211	Zeitschritt_212	Zeitschritt_213	Zeitschritt_214	Zeitschritt_215	Zeitschritt_216	Zeitschritt_217	Zeitschritt_218	Zeitschritt_219	Zeitschritt_220	Zeitschritt_221	Zeitschritt_222	Zeitschritt_223	Zeitschritt_224	Zeitschritt_225	Zeitschritt_226	Zeitschritt_227	Zeitschritt_228	Zeitschritt_229	Zeitschritt_230	Zeitschritt_231	Zeitschritt_232	Zeitschritt_233	Zeitschritt_234	Zeitschritt_235	Zeitschritt_236	Zeitschritt_237	Zeitschritt_238	Zeitschritt_239	Zeitschritt_240	Zeitschritt_241	Zeitschritt_242	Zeitschritt_243	Zeitschritt_244	Zeitschritt_245	Zeitschritt_246	Zeitschritt_247	Zeitschritt_248	Zeitschritt_249	Zeitschritt_250	Zeitschritt_251	Zeitschritt_252	Zeitschritt_253	Zeitschritt_254	Zeitschritt_255	Zeitschritt_256	Zeitschritt_257	Zeitschritt_258	Zeitschritt_259	Zeitschritt_260	Zeitschritt_261	Zeitschritt_262	Zeitschritt_263	Zeitschritt_264	Zeitschritt_265	Zeitschritt_266	Zeitschritt_267	Zeitschritt_268	Zeitschritt_269	Zeitschritt_270	Zeitschritt_271	Zeitschritt_272	Zeitschritt_273	Zeitschritt_274	Zeitschritt_275	Zeitschritt_276	Zeitschritt_277	Zeitschritt_278	Zeitschritt_279	Zeitschritt_280	Zeitschritt_281	Zeitschritt_282	Zeitschritt_283	Zeitschritt_284	Zeitschritt_285	Zeitschritt_286	Zeitschritt_287	Zeitschritt_288	
2.00923	0	8.37758e+22	1.24259e+23	1.44536e+23	1.54359e+23	1.58473e+23	1.59314e+23	1.58207e+23	1.55913e+23	1.52892e+23	1.49427e+23	1.45705e+23	1.41844e+23	1.37927e+23	1.34008e+23	1.30123e+23	1.26298e+23	1.22548e+23	1.18885e+23	1.15315e+23	1.11842e+23	1.08468e+23	1.05193e+23	1.02017e+23	9.89374e+22	9.59533e+22	9.30622e+22	9.02616e+22	8.75489e+22	8.49215e+22	8.23767e+22	7.99119e+22	7.75245e+22	7.52119e+22	7.29716e+22	7.08013e+22	6.86985e+22	6.66611e+22	6.46867e+22	6.27734e+22	6.0919e+22	5.91216e+22	5.73793e+22	5.56902e+22	5.40527e+22	5.24651e+22	5.09256e+22	4.94328e+22	4.79852e+22	4.65812e+22	4.52194e+22	4.38987e+22	4.26175e+22	4.13747e+22	4.0169e+22	3.89994e+22	3.78646e+22	3.67635e+22	3.56952e+22	3.46585e+22	3.36526e+22	3.26765e+22	3.17292e+22	3.08098e+22	2.99176e+22	2.90516e+22	2.82111e+22	2.73954e+22	2.66035e+22	2.58349e+22	2.50889e+22	2.43646e+22	2.36616e+22	2.29791e+22	2.23165e+22	2.16733e+22	2.10489e+22	2.04426e+22	1.9854e+22	1.92825e+22	1.87277e+22	1.81889e+22	1.76659e+22	1.7158e+22	1.66648e+22	1.6186e+22	1.5721e+22	1.52695e+22	1.48311e+22	1.44053e+22	1.39919e+22	1.35904e+22	1.32006e+22	1.2822e+22	1.24543e+22	1.20972e+22	1.17505e+22	1.14137e+22	1.10867e+22	1.07691e+22	1.04606e+22	1.01611e+22	9.87011e+21	9.58754e+21	9.3131e+21	9.04656e+21	8.78768e+21	8.53624e+21	8.29204e+21	8.05485e+21	7.82448e+21	7.60072e+21	7.38339e+21	7.1723e+21	6.96727e+21	6.76812e+21	6.57469e+21	6.38681e+21	6.20431e+21	6.02705e+21	5.85487e+21	5.68762e+21	5.52517e+21	5.36737e+21	5.21409e+21	5.0652e+21	4.92058e+21	4.7801e+21	4.64364e+21	4.51109e+21	4.38232e+21	4.25725e+21	4.13575e+21	4.01773e+21	3.90309e+21	3.79172e+21	3.68354e+21	3.57845e+21	3.47637e+21	3.3772e+21	3.28087e+21	3.1873e+21	3.09639e+21	3.00809e+21	2.92231e+21	2.83898e+21	2.75803e+21	2.67939e+21	2.60299e+21	2.52878e+21	2.45669e+21	2.38666e+21	2.31862e+21	2.25253e+21	2.18833e+21	2.12596e+21	2.06536e+21	2.0065e+21	1.94932e+21	1.89377e+21	1.8398e+21	1.78737e+21	1.73644e+21	1.68697e+21	1.6389e+21	1.5922e+21	1.54684e+21	1.50277e+21	1.45996e+21	1.41837e+21	1.37796e+21	1.33871e+21	1.30058e+21	1.26353e+21	1.22754e+21	1.19257e+21	1.15861e+21	1.12561e+21	1.09355e+21	1.0624e+21	1.03215e+21	1.00275e+21	9.74194e+20	9.4645e+20	9.19498e+20	8.93313e+20	8.67875e+20	8.43162e+20	8.19152e+20	7.95827e+20	7.73167e+20	7.51152e+20	7.29764e+20	7.08986e+20	6.88799e+20	6.69188e+20	6.50136e+20	6.31626e+20	6.13643e+20	5.96173e+20	5.792e+20	5.6271e+20	5.46691e+20	5.31127e+20	5.16007e+20	5.01318e+20	4.87047e+20	4.73182e+20	4.59712e+20	4.46626e+20	4.33912e+20	4.2156e+20	4.09561e+20	3.97902e+20	3.86576e+20	3.75573e+20	3.64882e+20	3.54496e+20	3.44406e+20	3.34603e+20	3.25079e+20	3.15827e+20	3.06837e+20	2.98104e+20	2.8962e+20	2.81376e+20	2.73368e+20	2.65588e+20	2.58029e+20	2.50685e+20	2.4355e+20	2.36619e+20	2.29884e+20	2.23342e+20	2.16986e+20	2.1081e+20	2.04811e+20	1.98982e+20	1.93319e+20	1.87817e+20	1.82472e+20	1.77279e+20	1.72234e+20	1.67333e+20	1.62571e+20	1.57944e+20	1.53449e+20	1.49083e+20	1.4484e+20	1.40718e+20	1.36714e+20	1.32823e+20	1.29043e+20	1.25371e+20	1.21804e+20	1.18337e+20	1.1497e+20	1.11698e+20	1.0852e+20	1.05432e+20	1.02431e+20	9.95166e+19	9.66848e+19	9.39335e+19	9.12605e+19	8.86636e+19	8.61407e+19	8.36895e+19	8.1308e+19	7.89944e+19	7.67466e+19	7.45627e+19	7.2441e+19	7.03797e+19	6.8377e+19	6.64314e+19	6.45411e+19	6.27046e+19	6.09203e+19	5.91868e+19	5.75027e+19	5.58665e+19	5.42768e+19	5.27324e+19	5.1232e+19	4.97742e+19	4.83579e+19	4.69819e+19	4.56451e+19	
2.15443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.31013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.47708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.65609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.84804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.05386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.27455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.51119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.76494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.03702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.32876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.64159	8.37758e+23	7.53982e+23	6.78584e+23	6.10726e+23	5.49653e+23	4.94688e+23	4.45219e+23	4.00697e+23	3.60627e+23	3.24565e+23	2.92108e+23	2.62897e+23	2.36608e+23	2.12947e+23	1.91652e+23	1.72487e+23	1.55238e+23	1.39714e+23	1.25743e+23	1.13169e+23	1.01852e+23	9.16666e+22	8.25e+22	7.425e+22	6.6825e+22	6.01425e+22	5.41282e+22	4.87154e+22	4.38439e+22	3.94595e+22	3.55135e+22	3.19622e+22	2.8766e+22	2.58894e+22	2.33004e+22	2.09704e+22	1.88733e+22	1.6986e+22	1.52874e+22	1.37587e+22	1.23828e+22	1.11445e+22	1.00301e+22	9.02706e+21	8.12436e+21	7.31192e+21	6.58073e+21	5.92266e+21	5.33039e+21	4.79735e+21	4.31762e+21	3.88585e+21	3.49727e+21	3.14754e+21	2.83279e+21	2.54951e+21	2.29456e+21	2.0651e+21	1.85859e+21	1.67273e+21	1.50546e+21	1.35491e+21	1.21942e+21	1.09748e+21	9.87732e+20	8.88959e+20	8.00063e+20	7.20057e+20	6.48051e+20	5.83246e+20	5.24921e+20	4.72429e+20	4.25186e+20	3.82668e+20	3.44401e+20	3.09961e+20	2.78965e+20	2.51068e+20	2.25961e+20	2.03365e+20	1.83029e+20	1.64726e+20	1.48253e+20	1.33428e+20	1.20085e+20	1.08077e+20	9.7269e+19	8.75421e+19	7.87879e+19	7.09091e+19	6.38182e+19	5.74364e+19	5.16927e+19	4.65235e+19	4.18711e+19	3.7684e+19	3.39156e+19	3.0524e+19	2.74716e+19	2.47245e+19	2.2252e+19	2.00268e+19	1.80241e+19	1.62217e+19	1.45996e+19	1.31396e+19	1.18256e+19	1.06431e+19	9.57877e+18	8.62089e+18	7.7588e+18	6.98292e+18	6.28463e+18	5.65617e+18	5.09055e+18	4.58149e+18	4.12335e+18	3.71101e+18	3.33991e+18	3.00592e+18	2.70533e+18	2.43479e+18	2.19131e+18	1.97218e+18	1.77496e+18	1.59747e+18	1.43772e+18	1.29395e+18	1.16455e+18	1.0481e+18	9.43289e+17	8.4896e+17	7.64064e+17	6.87658e+17	6.18892e+17	5.57003e+17	5.01303e+17	4.51172e+17	4.06055e+17	3.6545e+17	3.28905e+17	2.96014e+17	2.66413e+17	2.39771e+17	2.15794e+17	1.94215e+17	1.74793e+17	1.57314e+17	1.41583e+17	1.27424e+17	1.14682e+17	1.03214e+17	9.28924e+16	8.36031e+16	7.52428e+16	6.77185e+16	6.09467e+16	5.4852e+16	4.93668e+16	4.44301e+16	3.99871e+16	3.59884e+16	3.23896e+16	2.91506e+16	2.62355e+16	2.3612e+16	2.12508e+16	1.91257e+16	1.72131e+16	1.54918e+16	1.39426e+16	1.25484e+16	1.12935e+16	1.01642e+16	9.14777e+15	8.23299e+15	7.40969e+15	6.66872e+15	6.00185e+15	5.40167e+15	4.8615e+15	4.37535e+15	3.93782e+15	3.54403e+15	3.18963e+15	2.87067e+15	2.5836e+15	2.32524e+15	2.09272e+15	1.88344e+15	1.6951e+15	1.52559e+15	1.37303e+15	1.23573e+15	1.11216e+15	1.00094e+15	9.00846e+14	8.10761e+14	7.29685e+14	6.56717e+14	5.91045e+14	5.3194e+14	4.78746e+14	4.30872e+14	3.87785e+14	3.49006e+14	3.14106e+14	2.82695e+14	2.54425e+14	2.28983e+14	2.06085e+14	1.85476e+14	1.66929e+14	1.50236e+14	1.35212e+14	1.21691e+14	1.09522e+14	9.85696e+13	8.87127e+13	7.98414e+13	7.18573e+13	6.46715e+13	5.82044e+13	5.23839e+13	4.71456e+13	4.2431e+13	3.81879e+13	3.43691e+13	3.09322e+13	2.7839e+13	2.50551e+13	2.25496e+13	2.02946e+13	1.82652e+13	1.64386e+13	1.47948e+13	1.33153e+13	1.19838e+13	1.07854e+13	9.70685e+12	8.73617e+12	7.86255e+12	7.07629e+12	6.36866e+12	5.7318e+12	5.15862e+12	4.64276e+12	4.17848e+12	3.76063e+12	3.38457e+12	3.04611e+12	2.7415e+12	2.46735e+12	2.22062e+12	1.99855e+12	1.7987e+12	1.61883e+12	1.45695e+12	1.31125e+12	1.18013e+12	1.06211e+12	9.55902e+11	8.60312e+11	7.74281e+11	6.96853e+11	6.27168e+11	5.64451e+11	5.08006e+11	4.57205e+11	4.11485e+11	3.70336e+11	3.33303e+11	2.99972e+11	2.69975e+11	2.42978e+11	2.1868e+11	1.96812e+11	1.77131e+11	1.59418e+11	1.43476e+11	1.29128e+11	1.16215e+11	1.04594e+11	9.41345e+10	8.4721e+10	7.62489e+10	6.8624e+10	6.17616e+10	5.55855e+10	
