Bin-size	Zeitschritt_0	Zeitschritt_1	Zeitschritt_2	Zeitschritt_3	Zeitschritt_4	Zeitschritt_5	Zeitschritt_6	Zeitschritt_7	Zeitschritt_8	Zeitschritt_9	Zeitschritt_10	Zeitschritt_11	Zeitschritt_12	Zeitschritt_13	Zeitschritt_14	Zeitschritt_15	Zeitschritt_16	Zeitschritt_17	Zeitschritt_18	Zeitschritt_19	Zeitschritt_20	Zeitschritt_21	Zeitschritt_22	Zeitschritt_23	Zeitschritt_24	Zeitschritt_25	Zeitschritt_26	Zeitschritt_27	Zeitschritt_28	Zeitschritt_29	Zeitschritt_30	Zeitschritt_31	Zeitschritt_32	Zeitschritt_33	Zeitschritt_34	Zeitschritt_35	Zeitschritt_36	Zeitschritt_37	Zeitschritt_38	Zeitschritt_39	Zeitschritt_40	Zeitschritt_41	Zeitschritt_42	Zeitschritt_43	Zeitschritt_44	Zeitschritt_45	Zeitschritt_46	Zeitschritt_47	Zeitschritt_48	Zeitschritt_49	Zeitschritt_50	Zeitschritt_51	Zeitschritt_52	Zeitschritt_53	Zeitschritt_54	Zeitschritt_55	Zeitschritt_56	Zeitschritt_57	Zeitschritt_58	Zeitschritt_59	Zeitschritt_60	Zeitschritt_61	Zeitschritt_62	Zeitschritt_63	Zeitschritt_64	Zeitschritt_65	Zeitschritt_66	Zeitschritt_67	Zeitschritt_68	Zeitschritt_69	Zeitschritt_70	Zeitschritt_71	Zeitschritt_72	Zeitschritt_73	Zeitschritt_74	Zeitschritt_75	Zeitschritt_76	Zeitschritt_77	Zeitschritt_78	Zeitschritt_79	Zeitschritt_80	Zeitschritt_81	Zeitschritt_82	Zeitschritt_83	Zeitschritt_84	Zeitschritt_85	Zeitschritt_86	Zeitschritt_87	Zeitschritt_88	Zeitschritt_89	Zeitschritt_90	Zeitschritt_91	Zeitschritt_92	Zeitschritt_93	Zeitschritt_94	Zeitschritt_95	Zeitschritt_96	Zeitschritt_97	Zeitschritt_98	Zeitschritt_99	Zeitschritt_100	Zeitschritt_101	Zeitschritt_102	Zeitschritt_103	Zeitschritt_104	Zeitschritt_105	Zeitschritt_106	Zeitschritt_107	Zeitschritt_108	Zeitschritt_109	Zeitschritt_110	Zeitschritt_111	Zeitschritt_112	Zeitschritt_113	Zeitschritt_114	Zeitschritt_115	Zeitschritt_116	Zeitschritt_117	Zeitschritt_118	Zeitschritt_119	Zeitschritt_120	Zeitschritt_121	Zeitschritt_122	Zeitschritt_123	Zeitschritt_124	Zeitschritt_125	Zeitschritt_126	Zeitschritt_127	Zeitschritt_128	Zeitschritt_129	Zeitschritt_130	Zeitschritt_131	Zeitschritt_132	Zeitschritt_133	Zeitschritt_134	Zeitschritt_135	Zeitschritt_136	Zeitschritt_137	Zeitschritt_138	Zeitschritt_139	
2.00923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.15443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.31013	0	0	0	6.4164e+21	1.95558e+22	3.76941e+22	5.87746e+22	8.10306e+22	1.0314e+23	1.242e+23	1.43642e+23	1.61148e+23	1.76581e+23	1.8992e+23	2.01224e+23	2.10602e+23	2.18189e+23	2.24134e+23	2.2859e+23	2.31707e+23	2.3363e+23	2.34494e+23	2.34425e+23	2.3354e+23	2.31945e+23	2.29735e+23	2.26998e+23	2.23811e+23	2.20244e+23	2.16361e+23	2.12216e+23	2.07859e+23	2.03334e+23	1.9868e+23	1.93929e+23	1.89113e+23	1.84258e+23	1.79386e+23	1.74518e+23	1.6967e+23	1.64858e+23	1.60095e+23	1.5539e+23	1.50754e+23	1.46194e+23	1.41716e+23	1.37326e+23	1.33029e+23	1.28826e+23	1.24722e+23	1.20717e+23	1.16813e+23	1.13011e+23	1.0931e+23	1.05711e+23	1.02213e+23	9.88151e+22	9.55165e+22	9.23157e+22	8.92112e+22	8.62014e+22	8.32845e+22	8.04586e+22	7.77217e+22	7.5072e+22	7.25072e+22	7.00253e+22	6.76241e+22	6.53015e+22	6.30555e+22	6.08838e+22	5.87843e+22	5.6755e+22	5.47938e+22	5.28986e+22	5.10674e+22	4.92983e+22	4.75894e+22	4.59386e+22	4.43443e+22	4.28045e+22	4.13176e+22	3.98817e+22	3.84953e+22	3.71567e+22	3.58643e+22	3.46165e+22	3.3412e+22	3.22491e+22	3.11266e+22	3.0043e+22	2.89971e+22	2.79875e+22	2.7013e+22	2.60724e+22	2.51645e+22	2.42883e+22	2.34426e+22	2.26263e+22	2.18386e+22	2.10782e+22	2.03444e+22	1.96362e+22	1.89527e+22	1.82931e+22	1.76564e+22	1.7042e+22	1.6449e+22	1.58767e+22	1.53244e+22	1.47913e+22	1.42769e+22	1.37804e+22	1.33012e+22	1.28388e+22	1.23924e+22	1.19617e+22	1.1546e+22	1.11447e+22	1.07575e+22	1.03838e+22	1.00231e+22	9.67492e+21	9.33892e+21	9.01464e+21	8.70165e+21	8.39957e+21	8.10801e+21	7.8266e+21	7.555e+21	7.29285e+21	7.03983e+21	6.79562e+21	6.55991e+21	6.3324e+21	6.1128e+21	5.90085e+21	5.69627e+21	5.4988e+21	5.3082e+21	
2.47708	0	0	2.213e+22	4.85451e+22	7.23033e+22	9.12443e+22	1.05232e+23	1.14886e+23	1.21018e+23	1.24403e+23	1.25703e+23	1.2545e+23	1.24062e+23	1.21857e+23	1.19077e+23	1.15905e+23	1.12478e+23	1.08896e+23	1.05236e+23	1.01554e+23	9.789e+22	9.42745e+22	9.07289e+22	8.72683e+22	8.39029e+22	8.06396e+22	7.74823e+22	7.4433e+22	7.14922e+22	6.86593e+22	6.59326e+22	6.331e+22	6.07891e+22	5.8367e+22	5.60406e+22	5.38068e+22	5.16623e+22	4.9604e+22	4.76285e+22	4.57328e+22	4.39137e+22	4.21683e+22	4.04935e+22	3.88865e+22	3.73445e+22	3.5865e+22	3.44452e+22	3.30829e+22	3.17756e+22	3.0521e+22	2.9317e+22	2.81614e+22	2.70523e+22	2.59878e+22	2.4966e+22	2.39851e+22	2.30435e+22	2.21395e+22	2.12716e+22	2.04384e+22	1.96383e+22	1.88701e+22	1.81325e+22	1.74241e+22	1.67438e+22	1.60905e+22	1.54631e+22	1.48605e+22	1.42817e+22	1.37258e+22	1.31917e+22	1.26788e+22	1.2186e+22	1.17126e+22	1.12578e+22	1.08209e+22	1.04012e+22	9.99786e+21	9.61037e+21	9.23805e+21	8.88031e+21	8.53656e+21	8.20625e+21	7.88884e+21	7.58382e+21	7.2907e+21	7.00901e+21	6.7383e+21	6.47813e+21	6.22809e+21	5.98777e+21	5.75681e+21	5.53482e+21	5.32145e+21	5.11637e+21	4.91925e+21	4.72977e+21	4.54765e+21	4.37258e+21	4.2043e+21	4.04253e+21	3.88703e+21	3.73754e+21	3.59384e+21	3.45569e+21	3.32289e+21	3.19522e+21	3.07247e+21	2.95447e+21	2.84103e+21	2.73196e+21	2.6271e+21	2.52629e+21	2.42936e+21	2.33617e+21	2.24657e+21	2.16042e+21	2.07759e+21	1.99794e+21	1.92137e+21	1.84774e+21	1.77694e+21	1.70887e+21	1.64342e+21	1.58048e+21	1.51996e+21	1.46177e+21	1.40581e+21	1.352e+21	1.30026e+21	1.25051e+21	1.20266e+21	1.15665e+21	1.11241e+21	1.06987e+21	1.02896e+21	9.89612e+20	9.51777e+20	9.15393e+20	8.80403e+20	
2.65609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.84804	0	8.37758e+22	1.35889e+23	1.67265e+23	1.84882e+23	1.93374e+23	1.95845e+23	1.94378e+23	1.90378e+23	1.84789e+23	1.78252e+23	1.71195e+23	1.63909e+23	1.56587e+23	1.49355e+23	1.42296e+23	1.35462e+23	1.28884e+23	1.22578e+23	1.1655e+23	1.108e+23	1.05323e+23	1.00113e+23	9.51598e+22	9.04536e+22	8.59837e+22	8.17391e+22	7.77091e+22	7.3883e+22	7.02505e+22	6.68019e+22	6.35274e+22	6.04182e+22	5.74656e+22	5.46615e+22	5.19979e+22	4.94678e+22	4.7064e+22	4.478e+22	4.26097e+22	4.0547e+22	3.85865e+22	3.6723e+22	3.49514e+22	3.3267e+22	3.16654e+22	3.01424e+22	2.8694e+22	2.73165e+22	2.60062e+22	2.47599e+22	2.35742e+22	2.24461e+22	2.13729e+22	2.03517e+22	1.93799e+22	1.84552e+22	1.75752e+22	1.67376e+22	1.59404e+22	1.51817e+22	1.44595e+22	1.3772e+22	1.31175e+22	1.24944e+22	1.19013e+22	1.13365e+22	1.07988e+22	1.02869e+22	9.7994e+21	9.33521e+21	8.8932e+21	8.47228e+21	8.07143e+21	7.6897e+21	7.32614e+21	6.9799e+21	6.65014e+21	6.33605e+21	6.0369e+21	5.75197e+21	5.48056e+21	5.22204e+21	4.97578e+21	4.7412e+21	4.51775e+21	4.30488e+21	4.10209e+21	3.90891e+21	3.72487e+21	3.54953e+21	3.38249e+21	3.22335e+21	3.07173e+21	2.92727e+21	2.78964e+21	2.6585e+21	2.53355e+21	2.4145e+21	2.30107e+21	2.19298e+21	2.09e+21	1.99186e+21	1.89835e+21	1.80925e+21	1.72434e+21	1.64343e+21	1.56633e+21	1.49286e+21	1.42284e+21	1.35612e+21	1.29254e+21	1.23195e+21	1.1742e+21	1.11917e+21	1.06673e+21	1.01675e+21	9.69118e+20	9.23724e+20	8.80461e+20	8.39229e+20	7.99933e+20	7.62482e+20	7.26788e+20	6.92768e+20	6.60345e+20	6.29442e+20	5.99989e+20	5.71917e+20	5.45161e+20	5.19659e+20	4.95353e+20	4.72186e+20	4.50104e+20	4.29057e+20	4.08995e+20	3.89874e+20	3.71648e+20	3.54276e+20	3.37717e+20	
3.05386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.27455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.51119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.76494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.03702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.32876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.64159	8.37758e+23	7.53982e+23	6.78584e+23	6.10726e+23	5.49653e+23	4.94688e+23	4.45219e+23	4.00697e+23	3.60627e+23	3.24565e+23	2.92108e+23	2.62897e+23	2.36608e+23	2.12947e+23	1.91652e+23	1.72487e+23	1.55238e+23	1.39714e+23	1.25743e+23	1.13169e+23	1.01852e+23	9.16666e+22	8.25e+22	7.425e+22	6.6825e+22	6.01425e+22	5.41282e+22	4.87154e+22	4.38439e+22	3.94595e+22	3.55135e+22	3.19622e+22	2.8766e+22	2.58894e+22	2.33004e+22	2.09704e+22	1.88733e+22	1.6986e+22	1.52874e+22	1.37587e+22	1.23828e+22	1.11445e+22	1.00301e+22	9.02706e+21	8.12436e+21	7.31192e+21	6.58073e+21	5.92266e+21	5.33039e+21	4.79735e+21	4.31762e+21	3.88585e+21	3.49727e+21	3.14754e+21	2.83279e+21	2.54951e+21	2.29456e+21	2.0651e+21	1.85859e+21	1.67273e+21	1.50546e+21	1.35491e+21	1.21942e+21	1.09748e+21	9.87732e+20	8.88959e+20	8.00063e+20	7.20057e+20	6.48051e+20	5.83246e+20	5.24921e+20	4.72429e+20	4.25186e+20	3.82668e+20	3.44401e+20	3.09961e+20	2.78965e+20	2.51068e+20	2.25961e+20	2.03365e+20	1.83029e+20	1.64726e+20	1.48253e+20	1.33428e+20	1.20085e+20	1.08077e+20	9.7269e+19	8.75421e+19	7.87879e+19	7.09091e+19	6.38182e+19	5.74364e+19	5.16927e+19	4.65235e+19	4.18711e+19	3.7684e+19	3.39156e+19	3.0524e+19	2.74716e+19	2.47245e+19	2.2252e+19	2.00268e+19	1.80241e+19	1.62217e+19	1.45996e+19	1.31396e+19	1.18256e+19	1.06431e+19	9.57877e+18	8.62089e+18	7.7588e+18	6.98292e+18	6.28463e+18	5.65617e+18	5.09055e+18	4.58149e+18	4.12335e+18	3.71101e+18	3.33991e+18	3.00592e+18	2.70533e+18	2.43479e+18	2.19131e+18	1.97218e+18	1.77496e+18	1.59747e+18	1.43772e+18	1.29395e+18	1.16455e+18	1.0481e+18	9.43289e+17	8.4896e+17	7.64064e+17	6.87658e+17	6.18892e+17	5.57003e+17	5.01303e+17	4.51172e+17	4.06055e+17	3.6545e+17	
4.97702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.3367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.72237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.13591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.57933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.0548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.56463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.11131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.69749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.32603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.7227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.4976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.3285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.2194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
